"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"SBICARD","Sbi Cards And Payment Services Limited","7(2)","Pradeep Singh Khurana","Employees/Designated Employees","Equity Shares","4000","0",,"4000","3388000","Sell","Equity Shares","Nil","0","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","30-Dec-2020 11:18","https://archives.nseindia.com/corporate/xbrl/IT_1088408_374468_30122020111843_WEB.xml"
"SANGHVIFOR","Sanghvi Forging and Engineering Limited","7(2)","Babitadevi Laxmichand Mehta","Promoter Group","Equity Shares","41561","0",,"2000","48160","Buy","Equity Shares","43561","0","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE","-","30-Dec-2020 10:51","https://archives.nseindia.com/corporate/xbrl/IT_1088406_374463_30122020105110_WEB.xml"
"SATIA","Satia Industries Limited","7(2)","CHIRAG SATIA","Promoter Group","Equity Shares","6898169","6.9",,"30000","2447400","Buy","Equity Shares","6928169","6.93","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 10:18","https://archives.nseindia.com/corporate/xbrl/IT_1088402_374456_30122020101815_WEB.xml"
"SATIA","Satia Industries Limited","7(2)","CHIRAG SATIA","Promoter Group","Equity Shares","6888169","6.89",,"10000","919700","Buy","Equity Shares","6898169","6.9","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE","-","30-Dec-2020 10:18","https://archives.nseindia.com/corporate/xbrl/IT_1088402_374456_30122020101815_WEB.xml"
"BANDHANBNK","Bandhan Bank Limited","7(2)","Suresh Srinivasan Iyer","Employees/Designated Employees","Equity Shares","258907","0.02",,"11000","4445650","Sell","Equity Shares","247907","0.02","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 09:59","https://archives.nseindia.com/corporate/xbrl/IT_1088400_374452_30122020095953_WEB.xml"
"SATIA","Satia Industries Limited","7(2)","CHIRAG SATIA","Promoter Group","Equity Shares","6851670","6.85",,"36499","3285275","Buy","Equity Shares","6888169","6.89","24-Dec-2020","24-Dec-2020","25-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 09:48","https://archives.nseindia.com/corporate/xbrl/IT_1088398_374449_30122020094844_WEB.xml"
"MANINFRA","Man Infraconstruction Limited","7(2)","PARAG K. SHAH","Promoters","Equity Shares","84593314","34.17",,"146911","5041986","Buy","Equity Shares","84740225","34.24","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 09:26","https://archives.nseindia.com/corporate/xbrl/IT_1088395_374445_30122020092613_WEB.xml"
"ANANTRAJ","Anant Raj Limited","7(2)","Ashok Sarin","Promoters","Equity Shares","95267387","32.28",,"21000","379027","Buy","Equity Shares","95288387","32.29","14-Nov-2020","14-Nov-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 22:01","https://archives.nseindia.com/corporate/xbrl/IT_1088393_374440_29122020100148_WEB.xml"
"ANANTRAJ","Anant Raj Limited","7(2)","Anil Sarin","Promoters","Equity Shares","93801126","31.79",,"93801126","2481039783","Sell","Equity Shares","Nil","0","28-Dec-2020","28-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Dec-2020 22:01","https://archives.nseindia.com/corporate/xbrl/IT_1088393_374440_29122020100148_WEB.xml"
"ANANTRAJ","Anant Raj Limited","7(2)","Ashok Sarin","Promoters","Equity Shares","95288387","32.29",,"93801126","2481039783","Buy","Equity Shares","189089513","64.08","28-Dec-2020","28-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Dec-2020 22:01","https://archives.nseindia.com/corporate/xbrl/IT_1088393_374440_29122020100148_WEB.xml"
"TARC","Anant Raj Global Limited","7(2)","ASHOK SARIN","Promoters","Equity Shares","94991465","32.19",,"94991465","1985321619","Sell","Equity Shares","Nil","0","28-Dec-2020","28-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Dec-2020 21:33","https://archives.nseindia.com/corporate/xbrl/IT_1088391_374437_29122020093350_WEB.xml"
"PDSMFL","PDS Multinational Fashions Limited","7(2)","OMPRAKASH MAKAM SURYANARAYANA","Key Managerial Personnel","Equity Shares","15000","0.06",,"12500","5009045","Buy","Equity Shares","27500","0.11","23-Dec-2020","23-Dec-2020","24-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 21:31","https://archives.nseindia.com/corporate/xbrl/IT_1088390_374434_29122020093121_WEB.xml"
"PDSMFL","PDS Multinational Fashions Limited","7(2)","OMPRAKASH MAKAM SURYANARAYANA","Key Managerial Personnel","Equity Shares","40000","0.15",,"10000","4217616","Buy","Equity Shares","50000","0.19","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 21:31","https://archives.nseindia.com/corporate/xbrl/IT_1088390_374434_29122020093121_WEB.xml"
"PDSMFL","PDS Multinational Fashions Limited","7(2)","OMPRAKASH MAKAM SURYANARAYANA","Key Managerial Personnel","Equity Shares","Nil","0",,"15000","6010854","Buy","Equity Shares","15000","0.06","22-Dec-2020","22-Dec-2020","24-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 21:31","https://archives.nseindia.com/corporate/xbrl/IT_1088390_374434_29122020093121_WEB.xml"
"PDSMFL","PDS Multinational Fashions Limited","7(2)","OMPRAKASH MAKAM SURYANARAYANA","Key Managerial Personnel","Equity Shares","27500","0.11",,"12500","5009045","Buy","Equity Shares","40000","0.15","24-Dec-2020","24-Dec-2020","28-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 21:31","https://archives.nseindia.com/corporate/xbrl/IT_1088390_374434_29122020093121_WEB.xml"
"TARC","Anant Raj Global Limited","7(2)","Anil Sarin","Promoters","Equity Shares","93801126","31.79",,"94991465","1985321619","Buy","Equity Shares","188792591","63.98","28-Dec-2020","28-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","29-Dec-2020 21:10","https://archives.nseindia.com/corporate/xbrl/IT_1088387_374430_29122020091012_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","SANJAY VIJ","Employees/Designated Employees","Equity Shares","362281","0.02",,"5000","3284500","Sell","Equity Shares","357281","0.02","24-Dec-2020","24-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:59","https://archives.nseindia.com/corporate/xbrl/IT_1088386_374427_29122020085952_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","MRINAL GANPATYE","Employees/Designated Employees","Equity Shares","219841","0.01",,"500","330000","Sell","Equity Shares","219341","0.01","10-Dec-2020","10-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:59","https://archives.nseindia.com/corporate/xbrl/IT_1088386_374427_29122020085952_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","MRINAL GANPATYE","Employees/Designated Employees","Equity Shares","219341","0.01",,"250","166250","Sell","Equity Shares","219091","0.01","11-Dec-2020","11-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:59","https://archives.nseindia.com/corporate/xbrl/IT_1088386_374427_29122020085952_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","MRINAL GANPATYE","Employees/Designated Employees","Equity Shares","219091","0.01",,"250","165000","Sell","Equity Shares","218841","0.01","24-Dec-2020","24-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:59","https://archives.nseindia.com/corporate/xbrl/IT_1088386_374427_29122020085952_WEB.xml"
"HDFCLIFE","HDFC Life Insurance Company Limited","7(2)","MRINAL GANPATYE","Employees/Designated Employees","Equity Shares","218841","0.01",,"2000","1352920","Sell","Equity Shares","216841","0.01","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:59","https://archives.nseindia.com/corporate/xbrl/IT_1088386_374427_29122020085952_WEB.xml"
"INDIGO","InterGlobe Aviation Limited","7(2)","KRISHAN KUMAR BHARGAVA","Employees/Designated Employees","Equity Shares","6038","0",,"6000","9830000","Sell","Equity Shares","38","0","23-Dec-2020","23-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","29-Dec-2020 20:50","https://archives.nseindia.com/corporate/xbrl/IT_1088383_374420_29122020085001_WEB.xml"
"INDIGO","InterGlobe Aviation Limited","7(2)","KRISHAN KUMAR BHARGAVA","Employees/Designated Employees","Equity Shares","11038","0",,"5000","8925000","Sell","Equity Shares","6038","0","08-Dec-2020","08-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","29-Dec-2020 20:50","https://archives.nseindia.com/corporate/xbrl/IT_1088383_374420_29122020085001_WEB.xml"
"GSCLCEMENT","Gujarat Sidhee Cement Limited","7(2)","Dinesh Randad","Employees/Designated Employees","Equity Shares","156053","0.18",,"42927","1628071","Sell","Equity Shares","113126","0.05","03-Dec-2020","21-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:32","https://archives.nseindia.com/corporate/xbrl/IT_1088381_374414_29122020083226_WEB.xml"
"ADANIPORTS","Adani Ports and Special Economic Zone Limited","7(2)","Gautam S. Adani & Rajesh S Adani (On behalf of S. B. Adani Family Trust)","Promoter Group","Equity Shares","799353935","39.34",,"3985000","1926900000","Pledge Revoke","Equity Shares","799353935","39.34","28-Dec-2020","28-Dec-2020","29-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Dec-2020 20:22","https://archives.nseindia.com/corporate/xbrl/IT_1088379_374409_29122020082232_WEB.xml"
"ADANIGREEN","Adani Green Energy Limited","7(2)","Gautam S. Adani & Rajesh S. Adani (On Behalf Of S. B. Adani Family Trust)","Promoter Group","Equity Shares","384372075","24.58",,"2000000","2076000000","Pledge Revoke","Equity Shares","384372075","24.58","28-Dec-2020","28-Dec-2020","29-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Dec-2020 20:09","https://archives.nseindia.com/corporate/xbrl/IT_1088377_374405_29122020080925_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Devang Gheewalla","Employees/Designated Employees","Equity Shares","97309","0.01",,"500","1005000","Sell","Equity Shares","96809","0.01","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1088375_374402_29122020080746_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Gaurang Shah","Director","Equity Shares","831881","0.04",,"10000","20100000","Sell","Equity Shares","821881","0.04","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1088375_374402_29122020080746_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Hemal Vakil","Employees/Designated Employees","Equity Shares","61141","0",,"750","1478000","Sell","Equity Shares","60391","0","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1088375_374402_29122020080746_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Janak Desai","Promoter Group","Equity Shares","1076618","0.05",,"2000","3967800","Sell","Equity Shares","1074618","0.05","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1088375_374402_29122020080746_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","V. Swaminathan","Employees/Designated Employees","Equity Shares","164000","0.01",,"3000","6026000","Sell","Equity Shares","161000","0.01","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1088375_374402_29122020080746_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Janak Desai","Promoter Group","Equity Shares","1074618","0.05",,"1750","3512565","Sell","Equity Shares","1072868","0.05","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1088375_374402_29122020080746_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Devang Gheewalla","Employees/Designated Employees","Equity Shares","97809","0.01",,"500","992500","Sell","Equity Shares","97309","0.01","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1088375_374402_29122020080746_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Ashish Khetan","Employees/Designated Employees","Equity Shares","23231","0",,"2000","3813668","Sell","Equity Shares","21231","0","21-Dec-2020","21-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1088375_374402_29122020080746_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Bhargesh Ojha","Employees/Designated Employees","Equity Shares","29309","0",,"300","594734","Sell","Equity Shares","29009","0","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1088375_374402_29122020080746_WEB.xml"
"KOTAKBANK","Kotak Mahindra Bank Limited","7(2)","Sudhakar Shanbhag","Employees/Designated Employees","Equity Shares","165142","0.01",,"1000","2015000","Sell","Equity Shares","164142","0.01","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 20:07","https://archives.nseindia.com/corporate/xbrl/IT_1088375_374402_29122020080746_WEB.xml"
"INDUSTOWER","Indus Towers Limited","7(2)","NETTLE INFRASTRUCTURE INVESTMENTS LIMITED","Promoter Group","Equity Shares","501882251","18.62",,"1746747","414519591","Buy","Equity Shares","503628998","18.69","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:52","https://archives.nseindia.com/corporate/xbrl/IT_1088373_374398_29122020075245_WEB.xml"
"PKTEA","The Peria Karamalai Tea & Produce Company Limited","7(2)","PLACID LIMITED","Promoter Group","Equity Shares","760035","24.55",,"4916","1018969","Buy","Equity Shares","764951","24.71","01-Dec-2020","24-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:40","https://archives.nseindia.com/corporate/xbrl/IT_1088371_374394_29122020074023_WEB.xml"
"MITTAL","Mittal Life Style Limited","7(2)","J.K. DENIM FAB PRIVATE LIMITED","Promoters","Equity Shares","2702746","23",,"51000","562020","Sell","Equity Shares","2651746","22.57","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:36","https://archives.nseindia.com/corporate/xbrl/IT_1088369_374391_29122020073656_WEB.xml"
"MITTAL","Mittal Life Style Limited","7(2)","Brijeshkumar Jagdishkumar Mittal","Promoters","Equity Shares","179998","1.53",,"41000","450590","Sell","Equity Shares","138998","1.18","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:36","https://archives.nseindia.com/corporate/xbrl/IT_1088369_374391_29122020073656_WEB.xml"
"TTL","T T Limited","7(2)","RIKHAB CHAND JAIN","Promoters","Equity Shares","8493702","39.51",,"9500","478712","Buy","Equity Shares","8503202","39.55","23-Dec-2020","29-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:36","https://archives.nseindia.com/corporate/xbrl/IT_1088368_374389_29122020073601_WEB.xml"
"OFSS","Oracle Financial Services Software Limited","7(2)","Sanjib Chakraborty","Other","Equity Shares","4397","0",,"1000","3162800","Sell","Equity Shares","3397","0","21-Dec-2020","23-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:22","https://archives.nseindia.com/corporate/xbrl/IT_1088365_374379_29122020072224_WEB.xml"
"OFSS","Oracle Financial Services Software Limited","7(2)","Anastasios Gkouzinis Thessalonikis","Employees/Designated Employees","Equity Shares","1609","0",,"1609","5011926","Sell","Equity Shares","Nil","0","18-Dec-2020","18-Dec-2020","23-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:22","https://archives.nseindia.com/corporate/xbrl/IT_1088365_374379_29122020072224_WEB.xml"
"CONFIPET","Confidence Petroleum India Limited","7(2)","Essenn LPG Bottling Private Limited","Promoters","Equity Shares","6032296","2.2",,"250000","9860000","Buy","Equity Shares","6282296","2.29","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","29-Dec-2020 19:21","https://archives.nseindia.com/corporate/xbrl/IT_1088364_374377_29122020072133_WEB.xml"
"MAXHEALTH","Max Healthcare Institute Limited","7(2)","Sujeet Jha","Immediate relative","Equity Shares","Nil","0",,"9215","1206625","Buy","Equity Shares","9215","0","22-Sep-2020","24-Dec-2020","28-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:12","https://archives.nseindia.com/corporate/xbrl/IT_1088361_374373_29122020071240_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","Adarsh Jha","Employees/Designated Employees","Equity Shares","98000","0.02",,"9000","2744743","Sell","Equity Shares","89000","0.01","08-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:09","https://archives.nseindia.com/corporate/xbrl/IT_1088359_374370_29122020070936_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","SRINIVASA RAO KUCHIPUDI","Employees/Designated Employees","Equity Shares","21500","0",,"9100","2898055","Sell","Equity Shares","12400","0","24-Dec-2020","24-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:09","https://archives.nseindia.com/corporate/xbrl/IT_1088359_374370_29122020070936_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","Kunal Nagpal","Employees/Designated Employees","Equity Shares","142500","0.02",,"6750","2187163","Sell","Equity Shares","135750","0.02","23-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NA","-","29-Dec-2020 19:09","https://archives.nseindia.com/corporate/xbrl/IT_1088359_374370_29122020070936_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","Pranav Shah","Employees/Designated Employees","Equity Shares","219447","0.04",,"11000","3010760","Sell","Equity Shares","208447","0.03","27-Nov-2020","21-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:09","https://archives.nseindia.com/corporate/xbrl/IT_1088359_374370_29122020070936_WEB.xml"
"DHANI","Dhani Services Limited","7(2)","Prasenjeet Mukherjee","Employees/Designated Employees","Equity Shares","747777","0.12",,"20000","5655000","Pledge","Equity Shares","747777","0.12","21-Dec-2020","21-Dec-2020","24-Dec-2020","Pledge Creation","-","-","0","0","0","0","NA","-","29-Dec-2020 19:09","https://archives.nseindia.com/corporate/xbrl/IT_1088359_374370_29122020070936_WEB.xml"
"GODREJPROP","Godrej Properties Limited","7(2)","RAJENDRA KHETAWAT","Key Managerial Personnel","Equity Shares","43000","0.02",,"2000","2830000","Sell","Equity Shares","41000","0.02","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 19:04","https://archives.nseindia.com/corporate/xbrl/IT_1088358_374367_29122020070446_WEB.xml"
"GANECOS","Ganesha Ecosphere Limited","7(2)","Seema Sharma","Promoters","Equity Shares","292177","1.34",,"7383","2588202","Buy","Equity Shares","299560","1.37","22-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:59","https://archives.nseindia.com/corporate/xbrl/IT_1088356_374363_29122020065909_WEB.xml"
"ANGELBRKG","Angel Broking Limited","7(2)","Mr. Suvajit Ray","Employees/Designated Employees","Equity Shares","Nil","0",,"5060","1070241","Buy","Equity Shares","5060","0.01","28-Dec-2020","28-Dec-2020","28-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","29-Dec-2020 18:46","https://archives.nseindia.com/corporate/xbrl/IT_1088353_374358_29122020064608_WEB.xml"
"MRO-TEK","MRO-TEK Realty Limited","7(2)","ANIRUDDHA BHANUPRASAD MEHTA","Promoters","Equity Shares","3100233","16.59",,"41528","1549907","Buy","Equity Shares","3141761","16.81","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","29-Dec-2020 18:45","https://archives.nseindia.com/corporate/xbrl/IT_1088352_374356_29122020064502_WEB.xml"
"GODREJAGRO","Godrej Agrovet Limited","7(2)","Godrej Industries Limited","Promoters","Equity Shares","114149795","59.43",,"548","290362","Buy","Equity Shares","114150343","59.43","23-Dec-2020","23-Dec-2020","28-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE","-","29-Dec-2020 18:36","https://archives.nseindia.com/corporate/xbrl/IT_1088350_374350_29122020063620_WEB.xml"
"ARVINDFASN","Arvind Fashions Limited","7(2)","Shailesh Shyam Chaturvedi","Director","Equity Shares","1650","0",,"27000","1168290","Buy","Equity Shares","28650","0.03","29-Dec-2020","29-Dec-2020","29-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","29-Dec-2020 18:31","https://archives.nseindia.com/corporate/xbrl/IT_1088348_374346_29122020063119_WEB.xml"
"TANLA","Tanla Platforms Limited","7(2)","SREEKANTH RAO VELDANDA","Employees/Designated Employees","Equity Shares","14432","0.01",,"200","146340","Sell","Equity Shares","14232","0.01","04-Dec-2020","04-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1088347_374343_29122020062941_WEB.xml"
"TANLA","Tanla Platforms Limited","7(2)","SREEKANTH RAO VELDANDA","Employees/Designated Employees","Equity Shares","14232","0.01",,"1500","855750","Sell","Equity Shares","12732","0.01","23-Dec-2020","23-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1088347_374343_29122020062941_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Mr. Deepak Kolambkar","Employees/Designated Employees","Equity Shares","120150","0.02",,"55150","5831010","Sell","Equity Shares","65000","0.01","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1088345_374341_29122020062930_WEB.xml"
"GANGESSECU","Ganges Securities Limited","7(2)","DEEPSHIKHA TRADING COMPANY PRIVATE LIMITED","Promoter Group","Equity Shares","52175","0.52",,"305","18148","Buy","Equity Shares","52480","0.52","24-Dec-2020","24-Dec-2020","28-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:26","https://archives.nseindia.com/corporate/xbrl/IT_1088342_374334_29122020062623_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","AMIT KUSHWAHA","Employees/Designated Employees","Equity Shares","3000","0",,"2950","4395500","Sell","Equity Shares","50","0","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1088341_374331_29122020062544_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","AMITABH JAIN","Employees/Designated Employees","Equity Shares","210342","0.05",,"2000","2916400","Pledge Revoke","Equity Shares","210342","0.05","23-Dec-2020","23-Dec-2020","24-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Dec-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1088341_374331_29122020062544_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","AMITABH JAIN","Employees/Designated Employees","Equity Shares","208342","0.05",,"1000","1484050","Pledge Revoke","Equity Shares","208342","0.05","24-Dec-2020","24-Dec-2020","24-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","29-Dec-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1088341_374331_29122020062544_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","AMITABH JAIN","Employees/Designated Employees","Equity Shares","208342","0.05",,"4000","5931000","Sell","Equity Shares","204342","0.04","24-Dec-2020","24-Dec-2020","24-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1088341_374331_29122020062544_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","BIPIN MUNDADA","Employees/Designated Employees","Equity Shares","31744","0.01",,"2000","2958000","Sell","Equity Shares","29744","0.01","24-Dec-2020","24-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1088341_374331_29122020062544_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","RAMNEEK GOYAL","Employees/Designated Employees","Equity Shares","5049","0",,"1049","1569304","Sell","Equity Shares","4000","0","28-Dec-2020","28-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","29-Dec-2020 18:25","https://archives.nseindia.com/corporate/xbrl/IT_1088341_374331_29122020062544_WEB.xml"
