"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"MOTOGENFIN","The Motor & General Finance Limited","7(2)","RAM PRAKASH & CO.(P) LTD","Promoter Group","Equity Shares","1583336","4.09",,"100","1975","Buy","Equity Shares","1583436","4.09","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","BSE","-","30-Dec-2020 19:20","https://archives.nseindia.com/corporate/xbrl/IT_1088545_374773_30122020072003_WEB.xml"
"VMART","V-Mart Retail Limited","7(2)","RAJAN SHARMA","Employees/Designated Employees","Equity Shares","5515","0.03",,"593","1509697","Sell","Equity Shares","4922","0.03","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:20","https://archives.nseindia.com/corporate/xbrl/IT_1088544_374771_30122020072000_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","JEFFREY FERDINANDS","Employees/Designated Employees","Equity Shares","3200","0",,"3200","3024000","Sell","Equity Shares","Nil","0","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Maneesh Bakhle","Employees/Designated Employees","Equity Shares","Nil","0",,"4500","3494610","Buy","Equity Shares","4500","0","24-Dec-2020","24-Dec-2020","29-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Sachin Khankoje","Employees/Designated Employees","Equity Shares","20000","0",,"20000","19010358","Sell","Equity Shares","Nil","0","23-Dec-2020","23-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","ANIRUDDHA GADRE","Employees/Designated Employees","Equity Shares","6550","0",,"500","481000","Sell","Equity Shares","6050","0","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","S RAJI REDDY","Employees/Designated Employees","Equity Shares","250","0",,"250","240188","Sell","Equity Shares","Nil","0","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","ANIL KHATRI","Employees/Designated Employees","Equity Shares","8000","0",,"1000","963000","Sell","Equity Shares","7000","0","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","ANIL KHATRI","Employees/Designated Employees","Equity Shares","7000","0",,"500","489000","Sell","Equity Shares","6500","0","30-Dec-2020","30-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","SAMPATH SAAGI","Employees/Designated Employees","Equity Shares","6000","0",,"2000","1920000","Sell","Equity Shares","4000","0","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","SATISH G PAI","Employees/Designated Employees","Equity Shares","53600","0",,"53600","50764560","Pledge","Equity Shares","53600","0","28-Dec-2020","28-Dec-2020","30-Dec-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","SATISH G PAI","Employees/Designated Employees","Equity Shares","53600","0",,"10000","9600000","Pledge Revoke","Equity Shares","53600","0","29-Dec-2020","29-Dec-2020","30-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","SATISH G PAI","Employees/Designated Employees","Equity Shares","53600","0",,"10000","9600000","Sell","Equity Shares","43600","0","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","SATISH G PAI","Employees/Designated Employees","Equity Shares","43600","0",,"10000","9755000","Pledge Revoke","Equity Shares","43600","0","30-Dec-2020","30-Dec-2020","30-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","SATISH G PAI","Employees/Designated Employees","Equity Shares","43600","0",,"10000","9755000","Sell","Equity Shares","33600","0","30-Dec-2020","30-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Aloke Palsikar","Employees/Designated Employees","Equity Shares","8990","0",,"1216","1165864","Sell","Equity Shares","7774","0","28-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","KRISHNA GOPAL","Employees/Designated Employees","Equity Shares","7900","0",,"300","288600","Sell","Equity Shares","7600","0","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","KRISHNA GOPAL","Employees/Designated Employees","Equity Shares","7600","0",,"400","390800","Sell","Equity Shares","7200","0","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:13","https://archives.nseindia.com/corporate/xbrl/IT_1088541_374767_30122020071355_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Niraj Seth","Employees/Designated Employees","Equity Shares","2717","0",,"1217","5787825","Sell","Equity Shares","1500","0","29-Dec-2020","30-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:04","https://archives.nseindia.com/corporate/xbrl/IT_1088539_374761_30122020070442_WEB.xml"
"NAUKRI","Info Edge (India) Limited","7(2)","Anand Prakash Bansal","Employees/Designated Employees","Equity Shares","20847","0.02",,"680","3240880","Sell","Equity Shares","20167","0.02","30-Dec-2020","30-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 19:04","https://archives.nseindia.com/corporate/xbrl/IT_1088539_374761_30122020070442_WEB.xml"
"SIS","Security and Intelligence Services (India) Limited","7(2)","Sanjay Shankar Ojha","Employees/Designated Employees","Equity Shares","21990","0.02",,"21990","10376001","Sell","Equity Shares","Nil","0","16-Dec-2020","16-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:53","https://archives.nseindia.com/corporate/xbrl/IT_1088537_374758_30122020065344_WEB.xml"
"FSL","Firstsource Solutions Limited","7(2)","Dinesh Jain","Employees/Designated Employees","Equity Shares","138750","0.02",,"138750","14374500","Sell","Equity Shares","Nil","0","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:51","https://archives.nseindia.com/corporate/xbrl/IT_1088536_374756_30122020065108_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Rohit P Javiya","Employees/Designated Employees","Equity Shares","10500","0.02",,"500","570000","Sell","Equity Shares","10000","0.02","24-Dec-2020","24-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1088534_374753_30122020064333_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Sammy S Mamdani","Employees/Designated Employees","Equity Shares","2000","0",,"750","853909","Sell","Equity Shares","1250","0","28-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1088534_374753_30122020064333_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Rahul Pandey","Employees/Designated Employees","Equity Shares","27500","0.05",,"1819","2076479","Sell","Equity Shares","25681","0.04","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1088534_374753_30122020064333_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Nashwa Patel","Employees/Designated Employees","Equity Shares","1500","0",,"1500","1724718","Sell","Equity Shares","Nil","0","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1088534_374753_30122020064333_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Rohit P Javiya","Employees/Designated Employees","Equity Shares","10000","0.02",,"500","570000","Sell","Equity Shares","9500","0.02","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1088534_374753_30122020064333_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Rahul Pandey","Employees/Designated Employees","Equity Shares","37500","0.07",,"10000","11500133","Sell","Equity Shares","27500","0.05","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1088534_374753_30122020064333_WEB.xml"
"ROUTE","ROUTE MOBILE LIMITED","7(2)","Sammy S Mamdani","Employees/Designated Employees","Equity Shares","2250","0",,"250","285000","Sell","Equity Shares","2000","0","24-Dec-2020","24-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:43","https://archives.nseindia.com/corporate/xbrl/IT_1088534_374753_30122020064333_WEB.xml"
"CANTABIL","Cantabil Retail India Limited","7(2)","VIJAY BANSAL HUF","Promoter Group","Equity Shares","413385","2.53",,"1500","578550","Buy","Equity Shares","414885","2.54","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:40","https://archives.nseindia.com/corporate/xbrl/IT_1088532_374750_30122020064022_WEB.xml"
"BURGERKING","Burger King India Limited","7(2)","Cicily Thomas","Employees/Designated Employees","Equity Shares","65922","0.02",,"3500","600800","Sell","Equity Shares","62422","0.02","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","30-Dec-2020 18:36","https://archives.nseindia.com/corporate/xbrl/IT_1088530_374747_30122020063609_WEB.xml"
"BURGERKING","Burger King India Limited","7(2)","Cicily Thomas","Employees/Designated Employees","Equity Shares","70922","0.02",,"5000","966000","Sell","Equity Shares","65922","0.02","24-Dec-2020","24-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","30-Dec-2020 18:36","https://archives.nseindia.com/corporate/xbrl/IT_1088530_374747_30122020063609_WEB.xml"
"CANTABIL","Cantabil Retail India Limited","7(2)","SUSHILA BANSAL","Promoter Group","Equity Shares","2811674","17.22",,"9000","3458279","Buy","Equity Shares","2820674","17.27","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:33","https://archives.nseindia.com/corporate/xbrl/IT_1088529_374745_30122020063348_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","AMITABH JAIN","Employees/Designated Employees","Equity Shares","203342","0.04",,"3000","4539510","Sell","Equity Shares","200342","0.04","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1088528_374740_30122020062951_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","SUDHANSHU WALIA","Employees/Designated Employees","Equity Shares","57511","0.01",,"5000","7550000","Sell","Equity Shares","52511","0.01","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1088528_374740_30122020062951_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","AMITABH JAIN","Employees/Designated Employees","Equity Shares","200342","0.04",,"40000","60412000","Pledge","Equity Shares","200342","0.04","29-Dec-2020","29-Dec-2020","29-Dec-2020","Pledge Creation","-","-","0","0","0","0","NA","-","30-Dec-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1088528_374740_30122020062951_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","AMITABH JAIN","Employees/Designated Employees","Equity Shares","204342","0.04",,"153242","229502881","Pledge Revoke","Equity Shares","204342","0.04","28-Dec-2020","28-Dec-2020","29-Dec-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","30-Dec-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1088528_374740_30122020062951_WEB.xml"
"ICICIGI","ICICI Lombard General Insurance Company Limited","7(2)","AMITABH JAIN","Employees/Designated Employees","Equity Shares","204342","0.04",,"1000","1515000","Sell","Equity Shares","203342","0.04","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:29","https://archives.nseindia.com/corporate/xbrl/IT_1088528_374740_30122020062951_WEB.xml"
"KHADIM","Khadim India Limited","7(2)","Siddhartha Roy Burman","Promoters","Equity Shares","1663649","9.26",,"1000","119786","Buy","Equity Shares","1664649","9.26","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:28","https://archives.nseindia.com/corporate/xbrl/IT_1088527_374736_30122020062846_WEB.xml"
"KHADIM","Khadim India Limited","7(2)","Siddhartha Roy Burman","Promoters","Equity Shares","1658649","9.23",,"5000","604555","Buy","Equity Shares","1663649","9.26","28-Dec-2020","28-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:28","https://archives.nseindia.com/corporate/xbrl/IT_1088527_374736_30122020062846_WEB.xml"
"KHADIM","Khadim India Limited","7(2)","Rittick Roy Burman","Director","Equity Shares","2850","0.02",,"200","23959","Buy","Equity Shares","3050","0.02","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 18:28","https://archives.nseindia.com/corporate/xbrl/IT_1088527_374736_30122020062846_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Manish Jain","Other","Equity Shares","105100","0",,"675","370118","Buy","Equity Shares","105775","0","14-Dec-2020","29-Dec-2020","29-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","30-Dec-2020 18:19","https://archives.nseindia.com/corporate/xbrl/IT_1088522_374726_30122020061933_WEB.xml"
"AXISBANK","Axis Bank Limited","7(2)","Shyam Govinda","Other","Equity Shares","36000","0",,"1200","702000","Buy","Equity Shares","37200","0","29-Dec-2020","29-Dec-2020","30-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","30-Dec-2020 18:19","https://archives.nseindia.com/corporate/xbrl/IT_1088522_374726_30122020061933_WEB.xml"
"ELECTCAST","Electrosteel Castings Limited","7(2)","G.K.INVESTMENTS LTD.","Promoter Group","Equity Shares","24014560","5.55",,"100000","2105000","Buy","Equity Shares","24114560","5.57","28-Dec-2020","28-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Dec-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1088519_374723_30122020060846_WEB.xml"
"ELECTCAST","Electrosteel Castings Limited","7(2)","ELECTROCAST SALES INDIA LTD","Promoter Group","Equity Shares","39535158","9.13",,"1600000","33680000","Buy","Equity Shares","41135158","9.5","28-Dec-2020","28-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Dec-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1088519_374723_30122020060846_WEB.xml"
"ELECTCAST","Electrosteel Castings Limited","7(2)","QUINLINE DEALCOMM PVT LTD","Promoter Group","Equity Shares","594962","0.14",,"800000","16840000","Buy","Equity Shares","1394962","0.32","28-Dec-2020","28-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Dec-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1088519_374723_30122020060846_WEB.xml"
"ELECTCAST","Electrosteel Castings Limited","7(2)","Cubbon Marketing Pvt. Ltd.","Promoter Group","Equity Shares","2500000","0.58",,"2500000","52625000","Sell","Equity Shares","Nil","0","28-Dec-2020","28-Dec-2020","29-Dec-2020","Inter-se-Transfer","-","-","0","0","0","0","NA","-","30-Dec-2020 18:08","https://archives.nseindia.com/corporate/xbrl/IT_1088519_374723_30122020060846_WEB.xml"
"BSOFT","BIRLASOFT LIMITED","7(2)","Manoj Apte","Other","Equity Shares","6500","0",,"6500","1644000","Sell","Equity Shares","Nil","0","29-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:59","https://archives.nseindia.com/corporate/xbrl/IT_1088517_374720_30122020055956_WEB.xml"
"LTTS","L&T Technology Services Limited","7(2)","VIJAYA RAGHAVAN P V","Employees/Designated Employees","Equity Shares","15999","0.02",,"2499","5900139","Sell","Equity Shares","13500","0.01","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:58","https://archives.nseindia.com/corporate/xbrl/IT_1088515_374717_30122020055838_WEB.xml"
"ONEPOINT","One Point One Solutions Limited","7(2)","AKSHAY CHHABRA","Promoters","Equity Shares","8762028","34.94",,"300000","5400000","Buy","Equity Shares","9062028","36.14","30-Dec-2020","30-Dec-2020","30-Dec-2020","Market Purchase","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:56","https://archives.nseindia.com/corporate/xbrl/IT_1088513_374714_30122020055631_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Ashit Sen","Employees/Designated Employees","Equity Shares","4675","0",,"1000","811000","Sell","Equity Shares","3675","0","28-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Atul Gupta","Employees/Designated Employees","Equity Shares","1750","0",,"500","364000","Sell","Equity Shares","1250","0","26-Nov-2020","26-Nov-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Atul Gupta","Employees/Designated Employees","Equity Shares","1250","0",,"500","370000","Sell","Equity Shares","750","0","27-Nov-2020","27-Nov-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","BSE","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Atul Gupta","Employees/Designated Employees","Equity Shares","750","0",,"500","370000","Sell","Equity Shares","250","0","10-Dec-2020","10-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Amar Kumar Nandi","Employees/Designated Employees","Equity Shares","Nil","0",,"3150","935487","Buy","Equity Shares","3150","0","14-Nov-2020","14-Nov-2020","29-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Amar Kumar Nandi","Employees/Designated Employees","Equity Shares","3150","0",,"1150","841800","Sell","Equity Shares","2000","0","09-Dec-2020","09-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Pankaj bhalla","Employees/Designated Employees","Equity Shares","5150","0",,"2550","582624","Buy","Equity Shares","7700","0","14-Nov-2020","14-Nov-2020","29-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Amar Kumar Nandi","Employees/Designated Employees","Equity Shares","2000","0",,"100","80600","Sell","Equity Shares","1900","0","24-Dec-2020","24-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Atul Gupta","Employees/Designated Employees","Equity Shares","500","0",,"1250","371225","Buy","Equity Shares","1750","0","14-Nov-2020","14-Nov-2020","29-Dec-2020","ESOP","-","-","0","0","0","0","NA","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Pankaj bhalla","Employees/Designated Employees","Equity Shares","7699","0",,"500","380000","Sell","Equity Shares","7199","0","16-Dec-2020","16-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Pankaj bhalla","Employees/Designated Employees","Equity Shares","7700","0",,"1","710","Sell","Equity Shares","7699","0","30-Nov-2020","30-Nov-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"RELAXO","Relaxo Footwears Limited","7(2)","Pankaj bhalla","Employees/Designated Employees","Equity Shares","7199","0",,"200","160000","Sell","Equity Shares","6999","0","21-Dec-2020","21-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:54","https://archives.nseindia.com/corporate/xbrl/IT_1088512_374709_30122020055415_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","RANGANATH ATHREYA","Key Managerial Personnel","Equity Shares","8110","0",,"2700","1416945","Sell","Equity Shares","5410","0","28-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1088510_374705_30122020055255_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","RUMIT MEHTA","Employees/Designated Employees","Equity Shares","2470","0",,"2470","1262655","Sell","Equity Shares","Nil","0","24-Dec-2020","28-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1088510_374705_30122020055255_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","SRAVANKUMAR VAJJULA","Employees/Designated Employees","Equity Shares","5055","0",,"5000","2585000","Sell","Equity Shares","55","0","28-Dec-2020","28-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1088510_374705_30122020055255_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","ANUJ BHARGAVA","Employees/Designated Employees","Equity Shares","60000","0",,"20000","10080000","Sell","Equity Shares","40000","0","23-Dec-2020","23-Dec-2020","28-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1088510_374705_30122020055255_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","HARDEEP SANDHU","Employees/Designated Employees","Equity Shares","11297","0",,"3290","1659199","Sell","Equity Shares","8007","0","05-Nov-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1088510_374705_30122020055255_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","N. R. Narayanan","Employees/Designated Employees","Equity Shares","125597","0",,"50000","26025000","Sell","Equity Shares","75597","0","28-Dec-2020","29-Dec-2020","30-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1088510_374705_30122020055255_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","VENKATRAMANA REDDIPALLI","Employees/Designated Employees","Equity Shares","5000","0",,"2000","1060000","Sell","Equity Shares","3000","0","29-Dec-2020","29-Dec-2020","29-Dec-2020","Market Sale","-","-","0","0","0","0","NSE","-","30-Dec-2020 17:52","https://archives.nseindia.com/corporate/xbrl/IT_1088510_374705_30122020055255_WEB.xml"
