"SYMBOL 
","COMPANY 
","REGULATION 
","NAME OF THE ACQUIRER/DISPOSER 
","CATEGORY OF PERSON 
","TYPE OF SECURITY (PRIOR) 
","NO. OF SECURITY (PRIOR) 
","% SHAREHOLDING (PRIOR) 
","TYPE OF SECURITY (ACQUIRED/DISPLOSED) 
","NO. OF SECURITIES (ACQUIRED/DISPLOSED) 
","VALUE OF SECURITY (ACQUIRED/DISPLOSED) 
","ACQUISITION/DISPOSAL TRANSACTION TYPE 
","TYPE OF SECURITY (POST) 
","NO. OF SECURITY (POST) 
","% POST 
","DATE OF ALLOTMENT/ACQUISITION FROM 
","DATE OF ALLOTMENT/ACQUISITION TO 
","DATE OF INITMATION TO COMPANY 
","MODE OF ACQUISITION 
","DERIVATIVE TYPE SECURITY 
","DERIVATIVE CONTRACT SPECIFICATION 
","NOTIONAL VALUE(BUY) 
","NUMBER OF UNITS/CONTRACT LOT SIZE (BUY) 
","NOTIONAL VALUE(SELL) 
","NUMBER OF UNITS/CONTRACT LOT SIZE  (SELL) 
","EXCHANGE 
","REMARK 
","BROADCASTE DATE AND TIME 
","XBRL 
"
"MATRIMONY","Matrimony.Com Limited","7(2)","PILLUTLA VISVESVARRYYA NEELAKANTAN","Employees/Designated Employees","Equity Shares","1500","0.01",,"1500","1009575","Buy","Equity Shares","3000","0.01","05-Nov-2020","05-Nov-2020","06-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","09-Nov-2020 14:42","https://archives.nseindia.com/corporate/xbrl/IT_1082830_356898_09112020024204_WEB.xml"
"GULFOILLUB","Gulf Oil Lubricants India Limited","7(2)","Mr. Dipnarayan Tiwari","Employees/Designated Employees","Equity Shares","Nil","0",,"5000","1680000","Buy","Equity Shares","5000","0.01","06-Nov-2020","06-Nov-2020","09-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","09-Nov-2020 13:31","https://archives.nseindia.com/corporate/xbrl/IT_1082828_356880_09112020013120_WEB.xml"
"GULFOILLUB","Gulf Oil Lubricants India Limited","7(2)","Himanshu Tiwari","Employees/Designated Employees","Equity Shares","1251","0",,"1942","1055710","Buy","Equity Shares","3193","0.01","06-Nov-2020","06-Nov-2020","09-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","09-Nov-2020 13:31","https://archives.nseindia.com/corporate/xbrl/IT_1082828_356880_09112020013120_WEB.xml"
"GULFOILLUB","Gulf Oil Lubricants India Limited","7(2)","Somesh Sabhani","Employees/Designated Employees","Equity Shares","5296","0.01",,"6412","2154432","Buy","Equity Shares","11708","0.02","06-Nov-2020","06-Nov-2020","09-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","09-Nov-2020 13:31","https://archives.nseindia.com/corporate/xbrl/IT_1082828_356880_09112020013120_WEB.xml"
"GULFOILLUB","Gulf Oil Lubricants India Limited","7(2)","Sunil Jambavdekar","Employees/Designated Employees","Equity Shares","24466","0.05",,"8152","2739072","Buy","Equity Shares","32618","0.06","06-Nov-2020","06-Nov-2020","09-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","09-Nov-2020 13:31","https://archives.nseindia.com/corporate/xbrl/IT_1082828_356880_09112020013120_WEB.xml"
"GULFOILLUB","Gulf Oil Lubricants India Limited","7(2)","C Jaykumar","Employees/Designated Employees","Equity Shares","3415","0.01",,"11872","4208743","Buy","Equity Shares","15287","0.03","06-Nov-2020","06-Nov-2020","09-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","09-Nov-2020 13:31","https://archives.nseindia.com/corporate/xbrl/IT_1082828_356880_09112020013120_WEB.xml"
"GULFOILLUB","Gulf Oil Lubricants India Limited","7(2)","Anand Sathaye","Employees/Designated Employees","Equity Shares","10082","0.02",,"4500","1512000","Buy","Equity Shares","14582","0.01","06-Nov-2020","06-Nov-2020","09-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","09-Nov-2020 13:31","https://archives.nseindia.com/corporate/xbrl/IT_1082828_356880_09112020013120_WEB.xml"
"GULFOILLUB","Gulf Oil Lubricants India Limited","7(2)","Vinay Kumar","Employees/Designated Employees","Equity Shares","469","0",,"1869","1016026","Buy","Equity Shares","2338","0","06-Nov-2020","06-Nov-2020","09-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","09-Nov-2020 13:31","https://archives.nseindia.com/corporate/xbrl/IT_1082828_356880_09112020013120_WEB.xml"
"BHAGERIA","Bhageria Industries Limited","7(2)","ADITYA V BHAGERIA","Promoter Group","Equity Shares","52095","0.11",,"632","81591","Buy","Equity Shares","52727","0.12","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","09-Nov-2020 13:30","https://archives.nseindia.com/corporate/xbrl/IT_1082827_356878_09112020013025_WEB.xml"
"EMAMILTD","Emami Limited","7(2)","BHANU VYAPAAR PRIVATE LIMITED","Promoter Group","Equity Shares","43765902","9.85",,"2000","750300","Pledge Revoke","Equity Shares","43765902","9.85","05-Nov-2020","05-Nov-2020","06-Nov-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","09-Nov-2020 13:06","https://archives.nseindia.com/corporate/xbrl/IT_1082824_356868_09112020010623_WEB.xml"
"VGUARD","V-Guard Industries Limited","7(2)","Mr. Muralidharan M V","Employees/Designated Employees","Equity Shares","288785","0.07",,"2400","408000","Sell","Equity Shares","286385","0.07","02-Nov-2020","06-Nov-2020","06-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","09-Nov-2020 12:45","https://archives.nseindia.com/corporate/xbrl/IT_1082822_356859_09112020124506_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Ashish Kashive","Employees/Designated Employees","Equity Shares","5000","0",,"5000","2200000","Sell","Equity Shares","Nil","0","06-Nov-2020","09-Nov-2020","09-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","09-Nov-2020 12:31","https://archives.nseindia.com/corporate/xbrl/IT_1082821_356855_09112020123129_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","SRAVANKUMAR VAJJULA","Employees/Designated Employees","Equity Shares","4880","0",,"4500","1995750","Sell","Equity Shares","380","0","06-Nov-2020","06-Nov-2020","09-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","09-Nov-2020 12:31","https://archives.nseindia.com/corporate/xbrl/IT_1082821_356855_09112020123129_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Anish Madhavan","Employees/Designated Employees","Equity Shares","28500","0",,"4000","1799094","Sell","Equity Shares","24500","0","06-Nov-2020","09-Nov-2020","09-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","09-Nov-2020 12:31","https://archives.nseindia.com/corporate/xbrl/IT_1082821_356855_09112020123129_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Abhishek Pungalia","Employees/Designated Employees","Equity Shares","Nil","0",,"3540","1001289","Buy","Equity Shares","3540","0","05-Nov-2020","05-Nov-2020","09-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","09-Nov-2020 12:31","https://archives.nseindia.com/corporate/xbrl/IT_1082821_356855_09112020123129_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Surendra Dwivedi","Employees/Designated Employees","Equity Shares","11400","0",,"5000","22210200","Sell","Equity Shares","6400","0","03-Nov-2020","06-Nov-2020","09-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","09-Nov-2020 12:31","https://archives.nseindia.com/corporate/xbrl/IT_1082821_356855_09112020123129_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","VIKAS NAGPAL","Employees/Designated Employees","Equity Shares","11000","0",,"4000","1765600","Sell","Equity Shares","7000","0","03-Nov-2020","09-Nov-2020","09-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","09-Nov-2020 12:31","https://archives.nseindia.com/corporate/xbrl/IT_1082821_356855_09112020123129_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Ananda kumar","Employees/Designated Employees","Equity Shares","Nil","0",,"5500","1106875","Buy","Equity Shares","5500","0","05-Nov-2020","05-Nov-2020","09-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","09-Nov-2020 12:31","https://archives.nseindia.com/corporate/xbrl/IT_1082821_356855_09112020123129_WEB.xml"
"TOKYOPLAST","Tokyo Plast International Limited","7(2)","PRITI HARESH SHAH","Promoters","Equity Shares","441240","4.64",,"34152","2060640","Buy","Equity Shares","475392","5","02-Nov-2020","06-Nov-2020","07-Nov-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","09-Nov-2020 12:15","https://archives.nseindia.com/corporate/xbrl/IT_1082820_356849_09112020121546_WEB.xml"
"TOKYOPLAST","Tokyo Plast International Limited","7(2)","DHARMIL HARESH SHAH","Promoters","Equity Shares","2370726","24.95",,"87996","5244380","Buy","Equity Shares","2458722","25.88","09-Sep-2019","06-Nov-2020","07-Nov-2020","Market Purchase","-","-","0","0","0","0","BSE,NSE","-","09-Nov-2020 12:15","https://archives.nseindia.com/corporate/xbrl/IT_1082820_356849_09112020121546_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","DILIP AGARWAL","Employees/Designated Employees","Equity Shares","Nil","0",,"5000","1111800","Buy","Equity Shares","5000","0","05-Nov-2020","05-Nov-2020","07-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","08-Nov-2020 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1082816_356818_08112020060352_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","Naveen Atrishi","Employees/Designated Employees","Equity Shares","52250","0",,"8250","3663236","Sell","Equity Shares","44000","0","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","08-Nov-2020 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1082816_356818_08112020060352_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","RAJESH PATEL","Employees/Designated Employees","Equity Shares","16300","0",,"4000","1772000","Sell","Equity Shares","12300","0","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","08-Nov-2020 18:03","https://archives.nseindia.com/corporate/xbrl/IT_1082816_356818_08112020060352_WEB.xml"
"DMART","Avenue Supermarts Limited","7(2)","Shashidhar Rao K N","Employees/Designated Employees","Equity Shares","209362","0.03",,"100","232000","Sell","Equity Shares","209262","0.03","05-Nov-2020","05-Nov-2020","07-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","08-Nov-2020 17:27","https://archives.nseindia.com/corporate/xbrl/IT_1082814_356807_08112020052725_WEB.xml"
"MITTAL","Mittal Life Style Limited","7(2)","J.K. DENIM FAB PRIVATE LIMITED","Promoter Group","Equity Shares","3755346","31.96",,"5600","61040","Sell","Equity Shares","3749746","31.91","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Nov-2020 18:47","https://archives.nseindia.com/corporate/xbrl/IT_1082812_356617_07112020064710_WEB.xml"
"LTI","Larsen & Toubro Infotech Limited","7(2)","Kedar Gadgil","Employees/Designated Employees","Equity Shares","8115","0",,"355","1051697","Sell","Equity Shares","7760","0","02-Nov-2020","05-Nov-2020","06-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Nov-2020 18:45","https://archives.nseindia.com/corporate/xbrl/IT_1082810_356613_07112020064522_WEB.xml"
"LTI","Larsen & Toubro Infotech Limited","7(2)","SARBAJIT DEB","Employees/Designated Employees","Equity Shares","11935","0.01",,"1000","3039050","Sell","Equity Shares","10935","0.01","05-Nov-2020","05-Nov-2020","06-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Nov-2020 18:45","https://archives.nseindia.com/corporate/xbrl/IT_1082810_356613_07112020064522_WEB.xml"
"LTI","Larsen & Toubro Infotech Limited","7(2)","SARBAJIT DEB","Employees/Designated Employees","Equity Shares","10935","0.01",,"1000","3179000","Sell","Equity Shares","9935","0.01","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Nov-2020 18:45","https://archives.nseindia.com/corporate/xbrl/IT_1082810_356613_07112020064522_WEB.xml"
"CUB","City Union Bank Limited","7(2)","VENKATASUBRAMANIAM R","Other","Equity Shares","126850","0.02",,"10000","1640200","Sell","Equity Shares","116850","0.02","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","07-Nov-2020 17:18","https://archives.nseindia.com/corporate/xbrl/IT_1082808_356509_07112020051855_WEB.xml"
"CUB","City Union Bank Limited","7(2)","K P SRIDHAR","Other","Equity Shares","42367","0.01",,"30000","4852500","Sell","Equity Shares","12367","0","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Sale","-","-","0","0","0","0","BSE,NSE","-","07-Nov-2020 17:18","https://archives.nseindia.com/corporate/xbrl/IT_1082808_356509_07112020051855_WEB.xml"
"GREENPLY","Greenply Industries Limited","7(2)","S. M. MANAGEMENT PVT. LTD.","Promoter Group","Equity Shares","32732351","26.69",,"87532","7678307","Buy","Equity Shares","32819883","26.76","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","07-Nov-2020 16:51","https://archives.nseindia.com/corporate/xbrl/IT_1082806_356480_07112020045139_WEB.xml"
"GREENPLY","Greenply Industries Limited","7(2)","S. M. MANAGEMENT PVT. LTD.","Promoter Group","Equity Shares","32819883","26.76",,"50","4375","Buy","Equity Shares","32819933","26.76","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Purchase","-","-","0","0","0","0","BSE","-","07-Nov-2020 16:51","https://archives.nseindia.com/corporate/xbrl/IT_1082806_356480_07112020045139_WEB.xml"
"LAURUSLABS","Laurus Labs Limited","7(2)","CHANDRAKANTH CHEREDDI","Promoter Group","Equity Shares","33500","0.01",,"3500","973100","Buy","Equity Shares","37000","0.01","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","07-Nov-2020 16:50","https://archives.nseindia.com/corporate/xbrl/IT_1082805_356475_07112020045000_WEB.xml"
"DRREDDY","Dr. Reddy's Laboratories Limited","7(2)","Bijaygopal Chakrabarti","Employees/Designated Employees","Equity Shares","1710","0",,"1710","8396000","Sell","Equity Shares","Nil","0","04-Nov-2020","04-Nov-2020","05-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Nov-2020 16:24","https://archives.nseindia.com/corporate/xbrl/IT_1082802_356460_07112020042439_WEB.xml"
"TCIEXP","TCI Express Limited","7(2)","Ashish Kumar Tiwari","Employees/Designated Employees","Equity Shares","433","0",,"433","338278","Sell","Equity Shares","Nil","0","05-Nov-2020","05-Nov-2020","06-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Nov-2020 16:14","https://archives.nseindia.com/corporate/xbrl/IT_1082800_356448_07112020041442_WEB.xml"
"MGEL","Mangalam Global Enterprise Limited","7(2)","Madhusudan Garg HUF","Other","Equity Shares","54000","0.22",,"9000","369000","Buy","Equity Shares","63000","0.26","05-Nov-2020","05-Nov-2020","07-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","07-Nov-2020 16:11","https://archives.nseindia.com/corporate/xbrl/IT_1082798_356438_07112020041134_WEB.xml"
"LGBBROSLTD","LG Balakrishnan & Bros Limited","7(2)","VIJAYSHREE VIJAYAKUMAR","Promoters","Equity Shares","35624","0.11",,"9926","2532497","Sell","Equity Shares","25698","0.08","02-Nov-2020","03-Nov-2020","07-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Nov-2020 15:59","https://archives.nseindia.com/corporate/xbrl/IT_1082795_356423_07112020035903_WEB.xml"
"LGBFORGE","LGB Forge Limited","7(2)","VIJAYSHREE VIJAYKUMAR","Promoters","Equity Shares","1562250","0.66",,"5760","14729","Sell","Equity Shares","1556490","0.65","03-Nov-2020","04-Nov-2020","07-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Nov-2020 15:49","https://archives.nseindia.com/corporate/xbrl/IT_1082794_356405_07112020034927_WEB.xml"
"TCI","Transport Corporation of India Limited","7(2)","S R Mohan Rao","Other","Equity Shares","3650","0",,"500","114000","Sell","Equity Shares","3150","0","06-Nov-2020","06-Nov-2020","06-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Nov-2020 15:45","https://archives.nseindia.com/corporate/xbrl/IT_1082793_356399_07112020034524_WEB.xml"
"SURYAROSNI","Surya Roshni Limited","7(2)","PUJA SURYA","Promoter Group","Equity Shares","167250","0.31",,"3900","993806","Buy","Equity Shares","171150","0.31","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","07-Nov-2020 15:16","https://archives.nseindia.com/corporate/xbrl/IT_1082790_356345_07112020031639_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","GURRAM VENKATA RAMAN","Employees/Designated Employees","Equity Shares","Nil","0",,"5346","1188736","Buy","Equity Shares","5346","0","05-Nov-2020","05-Nov-2020","06-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","07-Nov-2020 14:13","https://archives.nseindia.com/corporate/xbrl/IT_1082788_356281_07112020021359_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","KAMLESH PARWANI","Employees/Designated Employees","Equity Shares","23537","0",,"15482","4040515","Buy","Equity Shares","39019","0","05-Nov-2020","05-Nov-2020","06-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","07-Nov-2020 14:13","https://archives.nseindia.com/corporate/xbrl/IT_1082788_356281_07112020021359_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","KAMLESH PARWANI","Employees/Designated Employees","Equity Shares","33537","0",,"10000","4385750","Sell","Equity Shares","23537","0","03-Nov-2020","04-Nov-2020","06-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Nov-2020 14:13","https://archives.nseindia.com/corporate/xbrl/IT_1082788_356281_07112020021359_WEB.xml"
"ICICIBANK","ICICI Bank Limited","7(2)","ANIL DABKE","Employees/Designated Employees","Equity Shares","Nil","0",,"10000","2828500","Buy","Equity Shares","10000","0","05-Nov-2020","05-Nov-2020","07-Nov-2020","ESOP","-","-","0","0","0","0","NA","-","07-Nov-2020 14:13","https://archives.nseindia.com/corporate/xbrl/IT_1082788_356281_07112020021359_WEB.xml"
"BIGBLOC","Bigbloc Construction Limited","7(2)","Narayan saboo HUF (Karta: Narayan Saboo)","Promoter Group","Equity Shares","443953","3.14",,"13000","926473","Buy","Equity Shares","456953","3.23","06-Nov-2020","06-Nov-2020","07-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","07-Nov-2020 12:58","https://archives.nseindia.com/corporate/xbrl/IT_1082785_356197_07112020125854_WEB.xml"
"APLAPOLLO","APL Apollo Tubes Limited","7(2)","Amit Kapoor","Employees/Designated Employees","Equity Shares","1245","0.01",,"1045","3288223","Sell","Equity Shares","200","0","02-Nov-2020","05-Nov-2020","05-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","07-Nov-2020 12:45","https://archives.nseindia.com/corporate/xbrl/IT_1082783_356187_07112020124548_WEB.xml"
"GREENPANEL","Greenpanel Industries Limited","7(2)","Akshat Enterprises","Immediate relative","Equity Shares","Nil","0",,"30000","2382706","Buy","Equity Shares","30000","0.02","04-Nov-2020","05-Nov-2020","05-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","07-Nov-2020 12:34","https://archives.nseindia.com/corporate/xbrl/IT_1082781_356172_07112020123405_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Abhijit Lahiri","Employees/Designated Employees","Equity Shares","4000","0",,"2800","2363592","Sell","Equity Shares","1200","0","05-Nov-2020","05-Nov-2020","06-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 22:17","https://archives.nseindia.com/corporate/xbrl/IT_1082779_356046_06112020101711_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","SHARAT KUMARJIGUDA","Employees/Designated Employees","Equity Shares","2000","0",,"2000","1647330","Sell","Equity Shares","Nil","0","04-Nov-2020","04-Nov-2020","04-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 22:17","https://archives.nseindia.com/corporate/xbrl/IT_1082779_356046_06112020101711_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","KALPANA DIVADKAR","Employees/Designated Employees","Equity Shares","1500","0",,"1500","1247150","Sell","Equity Shares","Nil","0","04-Nov-2020","04-Nov-2020","04-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 22:17","https://archives.nseindia.com/corporate/xbrl/IT_1082779_356046_06112020101711_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","SUNIL SANGER","Employees/Designated Employees","Equity Shares","2310","0",,"2300","1935466","Sell","Equity Shares","10","0","06-Nov-2020","06-Nov-2020","06-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 22:17","https://archives.nseindia.com/corporate/xbrl/IT_1082779_356046_06112020101711_WEB.xml"
"TECHM","Tech Mahindra Limited","7(2)","Sandeep Chandna","Employees/Designated Employees","Equity Shares","36090","0",,"36000","30292560","Sell","Equity Shares","90","0","05-Nov-2020","05-Nov-2020","05-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 22:17","https://archives.nseindia.com/corporate/xbrl/IT_1082779_356046_06112020101711_WEB.xml"
"MAJESCO","Majesco Limited","7(2)","VENKATESH N. CHAKRAVARTY","Director","Equity Shares","11628","0.04",,"1113","1022068","Sell","Equity Shares","10515","0.03","04-Nov-2020","04-Nov-2020","05-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 22:15","https://archives.nseindia.com/corporate/xbrl/IT_1082777_356043_06112020101501_WEB.xml"
"MAJESCO","Majesco Limited","7(2)","VIVEK VITHAL NAYAK","Employees/Designated Employees","Equity Shares","48342","0.16",,"3415","3161824","Sell","Equity Shares","44927","0.15","03-Nov-2020","04-Nov-2020","05-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 22:15","https://archives.nseindia.com/corporate/xbrl/IT_1082777_356043_06112020101501_WEB.xml"
"MAJESCO","Majesco Limited","7(2)","VENKATESH N. CHAKRAVARTY","Director","Equity Shares","10515","0.03",,"2515","2316351","Sell","Equity Shares","8000","0.03","05-Nov-2020","05-Nov-2020","06-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 22:15","https://archives.nseindia.com/corporate/xbrl/IT_1082777_356043_06112020101501_WEB.xml"
"TIINDIA","Tube Investments of India Limited","7(2)","Arun S Shetty","Employees/Designated Employees","Equity Shares","10488","0.01",,"1292","837520","Sell","Equity Shares","9196","0","27-Oct-2020","30-Oct-2020","03-Nov-2020","Market Sale","-","-","0","0","0","0","BSE","-","06-Nov-2020 22:02","https://archives.nseindia.com/corporate/xbrl/IT_1082775_356039_06112020100229_WEB.xml"
"TIINDIA","Tube Investments of India Limited","7(2)","Arun S Shetty","Employees/Designated Employees","Equity Shares","9196","0",,"1460","947304","Sell","Equity Shares","7736","0","27-Oct-2020","30-Oct-2020","03-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 22:02","https://archives.nseindia.com/corporate/xbrl/IT_1082775_356039_06112020100229_WEB.xml"
"UPL","UPL Limited","7(2)","Tishya Pradeep Sagar","Other","Equity Shares","4625","0",,"8500","3850500","Buy","Equity Shares","13125","0","02-Nov-2020","02-Nov-2020","04-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","06-Nov-2020 21:23","https://archives.nseindia.com/corporate/xbrl/IT_1082773_356034_06112020092324_WEB.xml"
"UPL","UPL Limited","7(2)","Uniphos Enterprises Limited","Promoter Group","Equity Shares","38590395","5.05",,"184436","76437947","Buy","Equity Shares","38774831","5.07","05-Nov-2020","05-Nov-2020","06-Nov-2020","Market Purchase","-","-","0","0","0","0","NSE","-","06-Nov-2020 21:14","https://archives.nseindia.com/corporate/xbrl/IT_1082771_356024_06112020091400_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Bhagwant Pilkhwal","Employees/Designated Employees","Equity Shares","20500","0",,"2100","2646000","Pledge Revoke","Equity Shares","20500","0","04-Nov-2020","04-Nov-2020","05-Nov-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","06-Nov-2020 20:47","https://archives.nseindia.com/corporate/xbrl/IT_1082769_356002_06112020084719_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Ritesh Sampat","Employees/Designated Employees","Equity Shares","44300","0",,"2000","2537000","Sell","Equity Shares","42300","0","04-Nov-2020","05-Nov-2020","05-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 20:47","https://archives.nseindia.com/corporate/xbrl/IT_1082769_356002_06112020084719_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Sitanshu Mitra","Employees/Designated Employees","Equity Shares","340488","0.01",,"1000","1253215","Sell","Equity Shares","339488","0","04-Nov-2020","04-Nov-2020","05-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 20:47","https://archives.nseindia.com/corporate/xbrl/IT_1082769_356002_06112020084719_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Sanjiv Bhuyan","Employees/Designated Employees","Equity Shares","23390","0",,"1000","1265520","Sell","Equity Shares","22390","0","05-Nov-2020","05-Nov-2020","05-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 20:47","https://archives.nseindia.com/corporate/xbrl/IT_1082769_356002_06112020084719_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Chakrapani Venkatachari","Employees/Designated Employees","Equity Shares","1111830","0.02",,"6000","7548000","Sell","Equity Shares","1105830","0","04-Nov-2020","04-Nov-2020","05-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 20:47","https://archives.nseindia.com/corporate/xbrl/IT_1082769_356002_06112020084719_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Vinay Razdan","Employees/Designated Employees","Equity Shares","11080","0",,"2000","2500000","Sell","Equity Shares","9080","0","04-Nov-2020","04-Nov-2020","05-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 20:47","https://archives.nseindia.com/corporate/xbrl/IT_1082769_356002_06112020084719_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Anand Hiralal Dusane","Employees/Designated Employees","Equity Shares","332000","0.01",,"2000","2520000","Sell","Equity Shares","330000","0","04-Nov-2020","04-Nov-2020","04-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 20:47","https://archives.nseindia.com/corporate/xbrl/IT_1082769_356002_06112020084719_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Rajinder Kumar Babbar","Employees/Designated Employees","Equity Shares","3000","0",,"3000","3814000","Pledge Revoke","Equity Shares","3000","0","05-Nov-2020","05-Nov-2020","05-Nov-2020","Revokation of Pledge","-","-","0","0","0","0","NA","-","06-Nov-2020 20:47","https://archives.nseindia.com/corporate/xbrl/IT_1082769_356002_06112020084719_WEB.xml"
"HDFCBANK","HDFC Bank Limited","7(2)","Rajinder Kumar Babbar","Employees/Designated Employees","Equity Shares","3000","0",,"3000","3814000","Sell","Equity Shares","Nil","0","05-Nov-2020","05-Nov-2020","05-Nov-2020","Market Sale","-","-","0","0","0","0","NSE","-","06-Nov-2020 20:47","https://archives.nseindia.com/corporate/xbrl/IT_1082769_356002_06112020084719_WEB.xml"
